"","Loading (t1)","OrthoLoading (to1)"
"158.9970 / 13.34",-0.0036969,-0.003613
"158.9970 / 28.62",-0.0025807,-0.00047887
"158.9970 / 4.47",-0.0074939,0.0037537
"158.9970 / 8.70",0.0053988,0.001641
"158.9971 / 26.33",-0.00095831,0.00086344
"158.9971 / 27.13  MH",0.0042138,-0.0028425
"158.9971 / 29.17",0.0020055,0.0019111
"158.9971 / 6.42",0.0037024,0.0050977
"158.9972 / 20.19",0.0021189,0.0011762
"158.9972 / 25.64",0.00036386,0.001201
"158.9973 / 10.67",0.003508,-0.0011417
"158.9973 / 18.99",-0.0060225,-0.0074856
"158.9974 / 18.47",-0.00024572,-0.00829
"158.9974 / 7.91",0.0012602,-0.0013954
"158.9975 / 17.50",0.00025372,0.0071944
"158.9976 / 16.65",3.3803e-05,0.0041388
"159.0273 / 2.76",0.0078227,-0.0076115
"159.0277 / 3.90  MNa",-0.0090826,-0.017893
"159.0760 / 2.73",0.0018685,-0.020888
"159.0769 / 1.45  MH",-0.0052062,-0.020193
"159.0916 / 7.96",-0.0082249,-0.015872
"159.0918 / 5.10",-0.0072488,-0.007838
"159.0920 / 4.25",0.007549,-0.019757
"159.1124 / 3.31",-0.010448,-0.016013
"159.1129 / 5.42",-0.0069777,-0.016612
"159.1172 / 20.44",-0.0052168,-0.002476
"159.1202 / 2.28",0.0083711,-0.0086556
"159.9998 / 1.04",-0.012873,0.010405
"160.0966 / 3.80",0.004174,-0.0018572
"160.0967 / 1.51",0.0070455,-0.013052
"160.1081 / 1.93",0.012953,-0.012075
"160.1332 / 1.59",0.0098268,-0.011872
"160.1336 / 3.49",-0.0081429,-0.0070572
"160.9895 / 1.83",-0.0027615,0.013645
"161.0259 / 3.60",0.0063907,0.0043983
"161.0259 / 4.53",0.004954,-0.0064201
"161.0259 / 6.43",0.0031218,0.0030514
"161.0283 / 2.70",0.0010233,-0.011768
"161.0285 / 31.37",-0.0034032,0.0076418
"161.0287 / 8.13",0.0016874,0.0074526
"161.0288 / 0.38",0.0021298,0.009395
"161.0294 / 7.20",-0.0034939,-0.0043645
"161.0295 / 5.50",-0.0020947,-0.0050917
"161.0302 / 1.10",0.0069362,-0.014018
"161.0923 / 21.61",0.0075866,0.0041047
"161.0954 / 22.28",-0.00038055,-0.0027308
"161.1328 / 22.10",-0.0031976,-0.0053506
"162.0216 / 3.44",0.0025883,0.0041063
"162.0273 / 1.04",0.0072279,-0.013205
"162.0550 / 7.64",0.016331,-0.0015096
"162.0661 / 3.16",0.010251,-0.016327
"162.0903 / 1.86",0.0013391,-0.003087
"162.1130 / 1.43  MCH3OHH",0.0077541,-0.014698
"162.1489 / 1.53",0.0018946,-0.0093424
"163.0146 / 5.08",-0.0057446,0.0011919
"163.0148 / 29.42",-0.0009334,-0.0020124
"163.0148 / 3.24",0.0067567,-0.0037194
"163.0149 / 5.97",-0.0049865,0.010317
"163.0166 / 31.57",-0.0075408,-0.0023871
"163.0195 / 0.42",0.0015327,0.014142
"163.0273 / 1.08",0.0073288,-0.013336
"163.0344 / 3.25",0.013293,-0.0052568
"163.0345 / 4.03",0.0015771,0.014612
"163.0352 / 20.03",0.0069525,0.014948
"163.0599 / 15.56",0.00061423,0.0068895
"163.0755 / 20.44",0.0022995,-0.0014788
"163.0869 / 3.04  MNH4",0.002025,-0.016949
"164.0557 / 4.77",-0.0020711,-0.01638
"164.1070 / 3.22",-0.00026998,-0.011277
"164.9207 / 1.29",0.011116,-0.01634
"164.9207 / 2.65",0.0074809,0.0053718
"164.9207 / 3.48",0.0082838,0.0040282
"164.9526 / 1.07",0.00093254,-0.0088628
"165.0551 / 6.56",0.0084278,-0.0089547
"165.0554 / 2.10  MH",0.0076852,-0.019546
"165.0652 / 7.05  M",0.0090401,-0.009032
"165.0765 / 17.16",0.0022583,0.012356
"166.0502 / 10.70",-0.0030809,-0.013528
"166.0586 / 2.12  MH",0.0083374,-0.018564
"166.0727 / 4.75",0.010031,-0.017197
"166.0727 / 5.78",0.0086339,-0.017348
"166.0727 / 7.21  MH",0.0066272,-0.017678
"166.0837 / 1.79  MNa",-0.001044,-0.0026395
"166.0859 / 11.39",-0.013696,-0.014287
"166.0859 / 9.33",-0.0016581,-0.017994
"166.0864 / 14.61",-0.0042516,-0.017559
"166.0867 / 2.81  MH",0.0076396,-0.020329
"166.0869 / 6.26",0.0036377,-0.022203
"166.1341 / 7.17",0.0027644,-0.0025323
"167.0563 / 7.92",0.0099478,-0.010205
"167.0568 / 8.70",0.0097445,-0.0049103
"167.0702 / 0.47",0.0081064,0.0045678
"167.0708 / 20.27",0.0016592,-0.0050738
"167.0816 / 4.05",0.0025255,-0.015686
"167.0896 / 2.74",0.0082275,-0.019949
"167.1038 / 15.36",-0.001047,0.0078376
"168.0633 / 3.61",0.0080558,-0.014391
"169.0317 / 2.87",0.0097183,-0.01121
"169.0471 / 6.41",0.0011893,-0.0082516
"169.0585 / 1.43",0.012127,-0.012914
"169.0595 / 3.11",0.0073887,-0.014266
"169.0976 / 6.56",0.012017,-0.0080715
"169.9665 / 0.26",0.0033402,0.0054639
"169.9864 / 1.45",-0.011172,-0.01802
"170.0007 / 19.09",-0.0014385,0.0028955
"170.0383 / 2.89",0.010437,-0.010209
"170.0597 / 5.10",-0.0099542,-0.01111
"170.0599 / 7.99",0.012659,-0.013494
"170.0600 / 4.25",0.007961,-0.019758
"170.0808 / 1.87",0.0074723,-0.012745
"170.0921 / 1.86  MNH4",0.0093513,-0.01249
"170.9691 / 1.88",0.0041555,0.0166
"171.0513 / 1.11",-0.0030901,-0.0059387
"171.0879 / 3.80",0.0077858,-0.017692
"171.0986 / 10.84",-0.0051919,-0.0096125
"171.1131 / 11.44",-0.011921,-0.013964
"171.1490 / 1.00",-0.0084989,-0.011443
"171.1491 / 19.27  MH",0.002855,0.004705
"171.9976 / 19.09",-0.0014289,-0.0046528
"172.0055 / 9.90",-0.0090436,-0.012793
"172.5739 / 13.85  M2H2",-0.0023474,0.0065338
"172.9740 / 2.69",-0.0042934,0.0064511
"172.9741 / 0.57",0.0020879,0.0068638
"172.9742 / 4.90",0.0028319,-0.0054498
"172.9745 / 31.93",0.0038754,0.0029328
"172.9900 / 2.46",-0.0025509,0.0040324
"173.0143 / 1.84",-0.013761,0.01484
"173.0277 / 1.94",-0.0092883,0.0095956
"173.0788 / 3.14",-9.9847e-05,0.0038285
"173.0810 / 10.20",-0.0021445,-0.00095082
"173.0811 / 13.93",0.0048931,0.0077733
"173.0812 / 16.46",0.0068915,0.0031064
"173.0915 / 3.40  MNH4",9.543e-05,-0.0045954
"173.1284 / 2.15",-0.0041655,-0.021778
"173.1286 / 4.54",-0.0063686,-0.012576
"173.1286 / 7.10",-0.014101,-0.015881
"173.1286 / 9.44",-0.011465,-0.017041
"173.1288 / 10.77",-0.014608,-0.013886
"173.9572 / 2.68",0.0038779,0.0068492
"173.9573 / 8.04",-0.0010244,0.0015377
"173.9574 / 7.39",0.0043722,0.0011518
"173.9609 / 3.74  M",-0.0033503,0.002406
"173.9609 / 4.63",-0.0020228,0.0049371
"173.9610 / 8.75  M",-0.0055961,0.0028084
"173.9610 / 9.74  M",0.0035178,-0.0020456
"173.9617 / 0.72",-0.0037352,0.0079287
"173.9618 / 10.90",-0.0047374,-0.01055
"173.9620 / 5.43  M",0.0047429,-0.00018838
"173.9623 / 29.58",0.000699,-0.0030341
"174.0394 / 3.18",-0.0017686,-0.019259
"174.0532 / 7.27  MNa",-0.0068203,-0.0066226
"174.0553 / 4.48",0.0056816,-0.015688
"174.0557 / 3.04",-0.0011186,-0.018633
"174.0586 / 16.27",-0.0053792,-0.0072577
"174.1121 / 1.74  M",0.012198,-0.0099994
"174.1242 / 2.46",0.011535,-0.015939
"174.9649 / 14.27",-0.0005741,-0.0033711
"174.9650 / 29.23",-0.0017793,7.6355e-05
"174.9680 / 0.71",-0.0049327,0.0024939
"174.9682 / 12.90",-0.0028821,-0.0046155
"174.9683 / 12.39",-0.0052147,-0.00017819
"174.9685 / 7.16",0.0037727,0.00081801
"174.9686 / 11.59",-0.0012168,-0.001488
"174.9687 / 10.16",-0.00049836,-0.0076103
"174.9687 / 8.73  MH",0.00073483,-0.00027738
"174.9687 / 9.33  MH",0.0016013,-0.0038197
"174.9691 / 3.61  MH",0.0039601,-0.0015629
"174.9694 / 15.65",-0.0053992,7.4476e-05
"174.9695 / 18.91",-0.0047827,-0.0047943
"174.9697 / 0.02",-0.0037115,0.0051172
"174.9697 / 4.53",-0.0015347,-0.00077277
"174.9698 / 2.91",0.0018336,0.0078541
"174.9699 / 31.99",-0.0067431,-0.0076512
"174.9700 / 11.03",0.0015789,-0.0039314
"174.9700 / 5.19  MH",0.0054774,0.0066091
"175.0227 / 2.02",0.0013078,0.0040103
"175.0348 / 5.77",-0.0064473,-0.010611
"175.0349 / 5.25",0.0011722,-0.0010997
"175.0412 / 1.08",0.0075544,-0.011366
"175.0479 / 5.84  MNa",-0.0007464,-0.012612
"175.0486 / 7.76",0.011758,-0.0049318
"175.0788 / 5.43",-0.0018804,-0.015793
"175.0875 / 2.30  MNH4",0.0043194,-0.017338
"175.1183 / 8.62",-0.0014168,-0.0083441
"175.1191 / 15.20",-0.0014222,-0.0031768
"175.1197 / 1.43  MH",0.013925,-0.0075838
"175.1197 / 4.98",-0.0075035,-0.010936
"175.1443 / 21.87",0.0030973,0.0032123
"175.9718 / 31.38",-0.0033046,-0.0086028
"176.0655 / 1.90",0.00053816,0.0011728
"176.0710 / 14.84",0.0073357,-0.014095
"176.1031 / 1.45  MNH4",-0.0036768,-0.019701
"177.0033 / 0.48",0.010112,0.00080874
"177.0064 / 1.06",-0.012669,0.011026
"177.0400 / 1.62",0.010156,-0.00090942
"177.0506 / 8.32",-0.01272,0.0077124
"177.0543 / 21.26",-0.0022762,0.0044178
"177.0549 / 13.72",0.002745,-0.012085
"177.0620 / 1.19",-1.7371e-05,-0.022198
"177.0916 / 20.44  MH",0.0013414,-0.00471
"177.1022 / 8.55",-0.0045437,-0.011069
"177.1028 / 7.64  MH",0.0074567,0.005589
"177.1033 / 3.72",-0.012618,-0.015063
"177.1274 / 23.15",-0.0028379,0.0045736
"177.9914 / 1.82",-0.014125,0.010162
"178.0862 / 2.60  MCH3OHH",0.0081424,-0.01103
"178.1046 / 7.97",0.0034406,0.0020764
"178.9862 / 1.04",0.0096705,-0.0133
"179.0454 / 1.95",0.010224,-0.015669
"179.0706 / 4.86  MH",0.013227,0.0041785
"180.0773 / 3.16",0.0050118,-0.0030488
"180.0886 / 10.24",0.0079538,-0.017432
"180.1011 / 1.82",-0.0049697,-0.0075854
"180.9357 / 1.99",-0.0021383,0.008891
"180.9745 / 0.35  MK",-0.01234,0.011453
"180.9782 / 26.82  MNa",0.0029037,0.010402
"180.9787 / 27.99  MNa",0.00048854,0.0060996
"180.9848 / 7.56",-0.002932,0.00045419
"181.0089 / 1.43",0.013492,-0.0018308
"181.0604 / 3.70",-0.0030579,-0.011704
"181.0720 / 2.24",0.01034,-0.015057
"181.0730 / 13.38",0.011303,-0.008152
"181.0731 / 12.44",0.01155,-0.0033509
"181.0731 / 14.12",0.01128,-0.0056023
"181.0866 / 21.37",-0.0024835,-0.0030222
"182.0274 / 5.46",-0.0061108,-0.010183
"182.0670 / 8.07",0.0086157,-0.0058764
"182.0676 / 5.66",0.00058796,-0.018516
"182.0745 / 13.40",0.011487,-0.0049545
"182.0754 / 14.15",0.0071266,-0.015125
"182.0819 / 9.70",-0.0059795,-0.013277
"182.0821 / 2.13  MNH4",0.0071907,-0.020431
"182.9325 / 1.86",0.0022166,0.01475
"183.0520 / 6.49",0.010743,-0.010827
"183.0623 / 2.47",0.0033327,-0.012024
"183.0846 / 2.10  MNH4",0.0076883,-0.020253
"183.0846 / 9.67",-0.0054828,-0.012534
"183.1124 / 1.84",-0.0028979,-0.015082
"183.1127 / 5.23",0.0015982,-0.0091931
"183.1128 / 6.86  MH",-0.011705,-0.012993
"184.0457 / 1.04",0.0075776,-0.0045164
"184.0734 / 1.45  MH",0.0040816,-0.020756
"184.0967 / 4.78",0.0097908,-0.014791
"184.0968 / 11.16",0.015287,-0.0031928
"184.9795 / 2.31",0.0048985,0.016402
"185.0128 / 6.41",0.0027914,-0.0015684
"185.0921 / 3.17",0.0048672,-0.018179
"185.1109 / 17.26",0.0012197,-0.00031391
"185.1133 / 1.07",-0.0019083,-0.017885
"185.1182 / 22.62",-0.0017507,-0.0020742
"185.1284 / 7.28",-0.012049,-0.014608
"185.1290 / 10.40  MH",0.0097431,-0.015987
"185.1658 / 7.28",-0.001857,-0.010476
"185.9958 / 9.07",-0.00090063,-0.0053366
"186.0560 / 3.61",0.012588,-0.006117
"186.0875 / 1.84  MH",0.0099017,-0.017494
"186.1097 / 1.80",0.0056648,-0.021994
"186.1318 / 10.47",0.0089484,-0.01082
"186.9914 / 1.33  MH",0.0003276,-0.0057729
"186.9915 / 20.54",7.857e-05,-0.0036115
"186.9916 / 25.91",0.0021042,0.0047688
"186.9953 / 16.88",-0.0025228,-0.010759
"186.9954 / 10.17",-0.0049588,-0.0099048
"186.9954 / 15.60",-0.0020178,-0.0051735
"186.9955 / 11.79",-0.00018662,-0.0024684
"186.9955 / 12.31",-0.0017518,-0.0039953
"186.9955 / 13.18",-0.0021225,-0.0073423
"186.9957 / 13.75",0.0022632,-0.011415
"186.9958 / 10.81",0.0016124,-0.012313
"186.9959 / 28.15",0.0050218,0.00057598
"186.9960 / 21.78",0.0048733,-0.0084051
"186.9963 / 26.71",-0.0017674,0.0048609
"186.9963 / 27.41",-0.0079412,0.00071184
"186.9965 / 24.60",0.0074314,0.011096
"186.9965 / 25.36",0.0037611,-0.0032176
"186.9969 / 18.12",-0.0058749,-0.01318
"187.0060 / 3.98",-0.00048482,0.0069421
"187.0275 / 1.06",-0.0041013,-0.0007599
"187.0286 / 29.23",-0.0029854,-0.0049883
"187.0287 / 31.57",-0.0050651,-0.0073285
"187.0411 / 2.46",0.0013972,-0.0087672
"187.0583 / 1.53  MH",0.011148,-0.008982
"187.0720 / 3.76",-0.014584,-0.008906
"187.1077 / 8.44",-0.010362,-0.016562
"187.1079 / 3.27",-0.011079,-0.013373
"187.1079 / 6.16",-3.2543e-05,-0.020298
"187.1081 / 1.83  MH",-0.0090062,-0.021103
"187.1084 / 5.42",-0.011118,-0.014082
"187.1086 / 15.89",-0.00931,-0.010929
"187.1087 / 4.74",-0.010706,-0.017402
"187.1441 / 13.29",-0.013116,-0.013619
"187.1446 / 2.41",-0.010741,-0.016705
"187.1652 / 22.44",-0.0043039,0.0038658
"187.9769 / 0.39",0.0017176,0.003879
"187.9983 / 1.21",0.003037,-0.0086161
"188.0694 / 2.75  MNa",0.0080597,-0.017259
"188.0713 / 8.01  MH",0.011165,-0.016178
"188.0715 / 4.25  MH",0.0067059,-0.019989
"188.0715 / 4.80  MH",0.0032372,-0.0014482
"188.1293 / 2.09",0.012988,-0.0093553
"188.9852 / 1.93",-0.0068776,0.0057766
"189.0072 / 2.22",-0.013017,0.012008
"189.0072 / 3.10",-0.0078335,-0.0050413
"189.0434 / 2.34",-0.0090438,0.013989
"189.0736 / 8.01",0.011537,-0.015667
"189.0737 / 1.79",-0.0075425,0.0037904
"189.0741 / 4.42  MH",0.0076287,-0.01968
"189.0822 / 21.54",-0.00010961,0.0055077
"189.1237 / 11.44",-0.010108,-0.01751
"189.1240 / 1.70  MNH4",-0.0057962,-0.020415
"189.1240 / 2.28",-0.0036888,-0.021208
"190.0769 / 4.21",0.0080645,-0.019485
"190.0863 / 18.67",0.0013027,-0.0015913
"190.1075 / 3.76",0.013465,-0.011332
"190.1189 / 1.83",0.0071859,-0.019947
"191.0298 / 6.41  MH",0.00046255,-0.0099268
"191.0410 / 1.43",0.013109,-0.010361
"191.0453 / 2.02  MH",0.010643,-0.014678
"191.0639 / 13.61",0.0036938,0.0095807
"191.0765 / 1.36",0.0051407,-0.020649
"191.1073 / 20.50",-0.0012645,-0.014122
"192.0327 / 2.03  MH",-0.0014742,-0.015472
"192.0663 / 10.84",0.016716,-0.0037518
"192.0664 / 4.48",0.0048914,-0.016383
"192.0666 / 3.04  MH",-0.00087251,-0.017839
"192.1022 / 4.97",0.012267,-0.009635
"193.0792 / 12.16",0.0010717,0.006452
"193.0835 / 13.32",0.0043895,0.006164
"193.0840 / 13.85",0.0031202,0.012653
"193.0978 / 3.86  MH",0.0086691,0.0026864
"193.1315 / 19.27  MNa",0.00291,0.004155
"193.1396 / 12.40",-0.0059525,0.00081137
"193.1547 / 21.84",0.00289,0.0059586
"194.0448 / 2.55",0.010875,-0.0038139
"194.9512 / 2.40",0.0062479,0.012409
"195.0655 / 11.58",-0.0033685,-0.0083431
"195.0763 / 3.57",0.0007529,-0.020726
"195.0882 / 1.01",-0.00030405,-0.018865
"195.0886 / 17.42  MH",0.010205,-0.0058027
"195.1127 / 11.19",0.007949,-0.0090857
"195.1705 / 22.47",-0.0017896,0.0051053
"196.0608 / 2.54",0.016451,0.00048054
"196.0917 / 17.48",0.010232,-0.0050868
"196.0976 / 18.57",-0.012057,-0.0020593
"196.0976 / 4.83  MNH4",0.0048276,-0.0115
"197.0668 / 11.51",0.0058872,-0.0079495
"197.0808 / 19.63",0.0037887,-0.012896
"197.1035 / 5.64  MH",-0.0067958,-0.0049338
"197.1286 / 3.74",0.010006,-0.016084
"197.1286 / 7.15",0.0023357,-0.0058703
"197.1288 / 11.75  MH",-0.0091683,-0.0091043
"197.1290 / 2.57  MH",-0.011928,-0.014061
"197.1293 / 12.26  MH",0.011333,-0.010273
"198.0437 / 5.02",0.0097126,-0.0018014
"198.0581 / 11.78",-0.0052319,-0.001983
"198.0588 / 20.78",0.00083201,0.0013344
"198.0761 / 4.72",0.011377,-0.010846
"198.0856 / 1.45",-0.0015866,-0.021113
"198.0874 / 2.93  MNH4",0.014412,-0.011298
"198.1128 / 16.23",0.016231,-0.0032348
"198.1131 / 2.22  MH",0.011049,-0.016155
"198.1812 / 21.74",0.0012471,0.0069943
"199.0219 / 1.62",0.0055465,0.0014606
"199.0846 / 7.65  MNa",0.0027559,-0.0022559
"199.1084 / 6.99",0.012449,-0.0080785
"199.1338 / 22.62",0.0014891,-0.0033586
"199.1808 / 21.13",-0.0032758,-0.0054479
"200.9852 / 2.43",0.010448,-0.0086349
"201.0061 / 1.82",-0.012751,0.010304
"201.0212 / 8.36",-0.010828,0.0053005
"201.0611 / 3.93",-0.0035061,0.0069508
"201.0876 / 2.67",-0.005316,-0.017647
"201.0876 / 3.83",-0.0062895,-0.011109
"201.1231 / 1.80",-0.011464,-0.014527
"201.1231 / 3.05",-0.0065991,-0.019522
"201.1234 / 14.17",-0.01012,-0.016547
"201.1234 / 8.56",-0.012339,-0.016927
"201.1235 / 9.44  MH",-0.012367,-0.016579
"201.1236 / 6.04",-0.012596,-0.014463
"201.1238 / 2.47",-0.0063812,-0.019507
"201.1239 / 10.77",-0.012172,-0.013475
"201.1239 / 13.65",-0.011254,-0.017191
"201.1241 / 7.04",-0.014237,-0.01538
"202.0477 / 9.07",0.0090456,0.0014727
"202.0502 / 4.48",0.0038447,-0.0080493
"202.1071 / 13.33",0.0076739,-0.0037332
"202.1081 / 4.80",0.0096491,-0.015595
"202.1178 / 2.66",-0.0073364,-0.0088962
"202.1803 / 2.52",-0.0039245,0.0035434
"202.1811 / 1.80",-0.0038917,0.002804
"202.2169 / 19.74",-0.0018026,0.0053109
"202.9689 / 1.33",-0.0088624,-0.0093758
"203.0225 / 2.51",-0.0033219,-0.0048541
"203.0356 / 1.08  M",0.0061916,-0.013824
"203.0357 / 3.47",0.0044213,0.0073736
"203.0358 / 6.79",0.0045964,0.0041899
"203.0483 / 2.38",0.00027656,-0.013016
"203.0522 / 10.54",0.0026034,0.0021392
"203.0533 / 1.46",0.014133,-0.0028342
"203.0538 / 14.15",0.0078492,-0.010317
"203.0824 / 2.30  2MNa",0.0049588,-0.016114
"203.1017 / 21.61",0.0062774,0.0062032
"203.1058 / 22.30",0.00013381,-0.002816
"203.1139 / 1.87  MNH4",0.010123,-0.014662
"203.1402 / 2.35  MNH4",-0.012512,-0.014567
"203.1840 / 1.75",-0.004402,0.0033478
"203.2232 / 1.00",-0.011639,-0.013116
"204.0427 / 1.04  MH",0.0068479,-0.014063
"204.0569 / 1.46",0.01436,-0.00073718
"204.0636 / 2.09",0.010178,-0.0077787
"204.1233 / 7.36",0.013211,-0.0019047
"204.1238 / 1.59  MCH3OHH",0.0074252,-0.020162
"204.1347 / 2.27  MNH4",5.2156e-05,-0.016231
"204.1354 / 3.49",-0.0064119,-0.01215
"204.9802 / 1.96",-0.0041092,0.008417
"205.0391 / 1.04",0.0059462,-0.007884
"205.0675 / 1.46  MNH4",0.0094751,-0.0035722
"205.0813 / 3.47",-0.0091882,-0.0089212
"205.0826 / 19.24",0.0053769,-0.016006
"205.0865 / 22.73",-0.0074914,-0.0050122
"205.0977 / 4.84  MNH4",-0.0030058,-0.00876
"205.0979 / 4.28  MNH4",0.0073984,-0.019569
"205.0982 / 3.72",-0.011372,-0.011883
"205.1175 / 21.54  MH",0.0019711,0.011452
"205.1232 / 20.44",-0.0030105,-0.0088429
"205.1265 / 3.57",-0.0097941,-0.016288
"205.1273 / 1.77",0.0025762,-0.019891
"205.9856 / 1.79",-0.012309,0.011034
"206.0478 / 2.55",0.011347,-0.01037
"206.0819 / 12.88",-0.00045221,-0.0021234
"206.1004 / 4.22  MNH4",0.0076497,-0.019535
"207.0856 / 5.71",0.0016349,0.0040502
"207.0972 / 20.68",-0.0057692,0.0038687
"207.1102 / 11.22",-0.0090497,-0.0049895
"207.1112 / 10.40",0.010736,-0.013214
"207.1135 / 6.78",-0.0069558,-0.010219
"207.1310 / 20.77",-0.0011554,0.010148
"208.0428 / 12.79",-0.003379,-0.0078929
"208.0428 / 5.46  MH",-0.0076588,-0.010524
"208.0612 / 7.60",0.017257,-0.00022891
"208.0716 / 2.05  MNH4",0.0058067,-0.018054
"208.0719 / 11.46",-0.0017794,0.0023801
"208.1146 / 10.42",0.010012,-0.014454
"208.1342 / 4.84  MH",0.0094593,-0.0067669
"208.1654 / 21.74",0.003829,0.0052469
"209.0561 / 1.99  MH",0.0095376,-0.016716
"209.0933 / 3.04  MNH4",-0.00075186,-0.017682
"209.1040 / 4.98",0.0062871,-0.011195
"209.1174 / 20.92  MCH3OHH",-0.0012785,0.0082045
"209.1178 / 22.13",-0.0087445,-0.0069211
"209.1373 / 4.81",0.0038059,-0.0084438
"209.1490 / 21.64  MH",0.0028328,0.0050587
"209.1654 / 11.10",0.00071283,0.0028528
"209.1903 / 0.47",0.0061081,0.00067707
"210.0512 / 2.73",0.0047365,-0.00073323
"210.0525 / 7.92  MNa",0.01146,-0.014147
"210.1126 / 3.22",0.0038518,-0.017141
"211.0581 / 7.82  MH",0.0076548,-0.015662
"211.0729 / 6.75",0.002184,-0.0057486
"211.0994 / 1.44",-0.0025572,-0.011854
"211.1069 / 6.75",0.004721,-0.0092717
"211.1308 / 17.75",0.010214,-0.0015497
"211.1310 / 11.48",0.01201,-0.0061335
"211.1444 / 7.33",0.013327,-0.0041055
"211.1446 / 15.87",0.0043656,-0.00072936
"211.1450 / 16.82",0.0050981,-0.0025272
"211.1646 / 21.84  MH",0.0012468,0.0054579
"212.0534 / 2.55",0.0072712,-0.016331
"212.0599 / 8.27",-0.00097092,0.0077683
"212.0914 / 2.22",-0.0047093,-0.01734
"212.1024 / 1.86",0.0090392,-0.015151
"212.1410 / 7.96",-0.0037337,-0.0075579
"212.1599 / 21.28",6.3609e-05,0.008983
"213.0114 / 6.48  MNa",0.0036583,-0.0060148
"213.0866 / 2.54  MCH3OHH",0.0068633,-0.020669
"213.1238 / 1.81",0.0024717,-0.020958
"213.1588 / 11.05",-0.010202,-0.015085
"213.1607 / 7.31",0.0027284,-0.0041917
"213.1789 / 20.36",0.00029506,0.0046847
"214.0505 / 6.99",0.0042975,-0.016354
"214.0715 / 3.32  MH",0.010482,-0.0037317
"214.1305 / 5.61  MNH4",-0.007721,-0.014979
"214.1756 / 21.41",-0.00070117,0.0075616
"215.0159 / 2.02  MH",0.0071215,-0.0061106
"215.0489 / 3.56",0.0045759,-0.017468
"215.0504 / 22.27",-0.0044359,0.00088101
"215.0790 / 3.86  MNa",-0.0005059,-0.0078708
"215.0809 / 9.22",0.0015475,-0.014165
"215.0812 / 7.96  MH",-0.010041,-0.0076447
"215.1039 / 4.77",-0.0078398,-0.017884
"215.1258 / 15.70",-0.0031717,0.00067396
"215.1262 / 13.01",-0.0077025,-0.0087354
"215.1384 / 7.22  MCH3OHH",-0.011277,-0.016352
"215.1384 / 9.28",-0.0113,-0.015754
"215.1391 / 1.88  MNH4",-0.0016667,-0.022224
"215.1391 / 3.90",-0.010686,-0.01731
"215.1393 / 3.12",-0.0096148,-0.013257
"215.1394 / 10.06",-0.013974,-0.013206
"215.1397 / 12.51",-0.0087546,-0.013905
"215.1397 / 2.41",-0.0062622,-0.016544
"215.1398 / 11.77",-0.011905,-0.010198
"215.1401 / 5.35",-0.0071787,-0.012386
"215.1962 / 23.06",6.4071e-06,0.0049641
"216.0330 / 2.27",0.0061513,-0.014623
"216.0993 / 1.59  MCH3OHH",0.013278,-0.013713
"216.1236 / 2.25  MH",0.011177,-0.01352
"216.1281 / 12.72",-0.0094376,-0.012522
"216.1593 / 2.62",-0.0089342,-0.010124
"217.0161 / 2.46",0.0049533,0.0065433
"217.0398 / 3.94",-0.0053532,0.0052338
"217.0484 / 20.02",0.0056317,0.017355
"217.0700 / 17.43  MNa",0.011772,-0.0024289
"217.0826 / 3.21",-0.0092821,-0.016626
"217.1031 / 1.81",0.0049828,-0.017477
"217.1054 / 5.97",-0.0024881,0.0061772
"217.1076 / 13.93",0.0041763,0.0060608
"217.1078 / 16.42  MH",0.0053571,0.0019124
"217.1127 / 22.44",-0.0034579,0.0031107
"217.1182 / 1.80",0.0023719,-0.022739
"217.1286 / 1.80",0.0047312,-0.020752
"217.1366 / 11.87",-0.010746,-0.011257
"217.1516 / 22.47",-0.0025611,0.0072565
"217.1556 / 2.15",-0.0091966,-0.01983
"218.1399 / 2.12  MCH3OHH",0.0091745,-0.016084
"218.1502 / 1.12",-0.012885,-0.012324
"218.2118 / 14.45",-0.0048352,0.0068381
"218.9697 / 5.43",0.0040078,-0.010133
"218.9961 / 2.43",0.0020786,-0.00085399
"219.0127 / 12.06",-0.0019957,0.0010177
"219.0128 / 3.89",-0.00193,0.0006368
"219.0128 / 6.18",0.0024314,0.0032646
"219.0128 / 9.66",0.0035365,-0.0048595
"219.0129 / 7.97",0.0025876,0.0026531
"219.0129 / 8.98",0.0024836,-0.0039183
"219.0170 / 1.85  MH",-0.013481,0.01276
"219.0171 / 1.09  MCH3OHH",-0.012988,0.010768
"219.0524 / 2.17",-0.00050445,0.010997
"219.0837 / 1.40  MCH3OHH",0.014375,-0.0042144
"219.1023 / 20.50",-0.0040216,-0.008615
"219.1352 / 2.19  MNH4",-0.0034672,-0.022428
"219.1737 / 22.63",-0.0052723,0.0083101
"219.1748 / 23.15",-0.00090365,-0.00010734
"220.0611 / 4.45  MH",0.0065759,-0.010264
"220.0676 / 1.45  MCH3OHH",-0.0017676,-0.01908
"220.1178 / 1.62",0.013631,-0.0095018
"220.1189 / 4.80  MH",0.010997,-0.016662
"220.1548 / 2.69",-0.001847,-0.0067086
"220.9047 / 1.36",0.006775,0.001643
"221.0036 / 1.80",0.012403,-0.0026253
"221.0904 / 6.99",0.0079361,-0.010301
"221.0933 / 2.30  MH",0.0049708,-0.016854
"221.1219 / 4.83",0.00979,-0.01672
"221.1464 / 21.58  MH",-0.0036274,0.0091789
"221.1630 / 21.13",-0.0036434,-0.0078726
