"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"579.8516 / 21.40  MHNa2",0.11223,0.81739,0.91102,0.90878,0.91042
"579.9476 / 18.14  M3H3",0.8902,0.76185,0.75805,0.75524,0.75511
"580.2605 / 15.38  MNa",1.8136,1.4637,1.4405,1.435,1.435
"580.2660 / 7.32  M2H2",1.9223,1.5148,1.5087,1.503,1.5024
"580.2965 / 14.16",1.4231,1.263,1.2555,1.2521,1.2516
"580.2974 / 12.89",1.4249,1.1357,1.1543,1.151,1.1506
"580.6262 / 19.02  M3H3",1.4409,1.1653,1.1616,1.1573,1.1573
"580.6549 / 17.74  M3H3",1.397,1.1484,1.1308,1.1297,1.1292
"580.7553 / 16.20",0.99174,0.9439,0.94845,0.94508,0.94479
"580.7930 / 16.88  M2H2",1.6018,1.2633,1.2552,1.2569,1.2564
"581.2750 / 19.01",1.385,1.1174,1.1192,1.1149,1.1158
"581.2759 / 16.62  MHK2",1.3979,1.1455,1.1277,1.135,1.1346
"581.2830 / 17.63",1.182,0.94356,0.96097,0.9686,0.9682
"581.2920 / 12.48  MCH3OHH",1.565,1.2392,1.2403,1.2366,1.2362
"581.3153 / 16.22  M2H2",1.1853,1.054,1.0387,1.0383,1.0382
"581.3271 / 2.74",1.4819,1.2515,1.2477,1.2453,1.2448
"581.3296 / 16.51  MNa",1.314,1.1644,1.1519,1.1475,1.147
"581.6276 / 17.29  M3H3",0.95577,0.76512,0.7533,0.76158,0.76137
"581.6472 / 19.17  M3H3",1.6247,1.2826,1.2641,1.2593,1.2587
"582.2591 / 14.81  MNa",0.99564,0.95012,0.95806,0.96133,0.96128
"582.2860 / 15.54",1.1381,1.198,1.1859,1.1818,1.1817
"582.3345 / 21.40  M2H2",0.21741,0.26727,0.26301,0.26235,0.26448
"582.3363 / 20.57",0.88587,0.6985,0.76024,0.76312,0.76337
"582.7758 / 20.24",1.3726,1.0839,1.0806,1.0767,1.0764
"582.9937 / 1.27",0.054735,0.096868,0.13707,0.1444,0.14435
"583.2554 / 23.60",0.64161,0.50956,0.67533,0.67297,0.6758
"583.2562 / 22.83",0.37953,0.41686,0.45811,0.47948,0.47935
"583.2752 / 18.50  M4H4",1.2021,0.98631,1.0137,1.0179,1.0175
"583.2783 / 14.12  M2H2",0.91006,0.78752,0.77504,0.77752,0.77834
"583.2876 / 7.69  MH",1.285,1.221,1.2255,1.2223,1.222
"583.3024 / 19.08  M2H2",1.7927,1.4422,1.4217,1.4169,1.4164
"583.3103 / 9.84  MCH3OHH",0.99232,0.90775,0.89774,0.90025,0.89989
"583.3190 / 12.36",1.5068,1.2471,1.2274,1.2239,1.2236
"583.8334 / 19.53  M2H2",2.0705,1.6341,1.6394,1.6332,1.6329
"583.8416 / 16.27  M2H2",1.4231,1.1371,1.1368,1.1356,1.1352
"584.2520 / 14.24  M2H2",1.6093,1.2776,1.2585,1.2547,1.2542
"584.2634 / 5.49",0.1558,0.80078,0.94159,0.93805,0.93776
"584.2809 / 12.53",1.8668,1.5266,1.5025,1.4967,1.4961
"584.3736 / 14.82",1.2897,1.0319,1.0261,1.0221,1.0217
"584.5706 / 19.08  M4H4",0.99417,0.83409,0.82827,0.83729,0.8373
"584.9489 / 15.15",0.4426,0.40055,0.6228,0.6657,0.66587
"584.9613 / 26.10",0.77861,0.62055,0.63632,0.63955,0.64099
"584.9617 / 25.46",0.091497,0.22083,0.31679,0.32875,0.33091
"584.9622 / 27.99",0.024104,0.063583,0.064581,0.064514,0.064487
"584.9763 / 25.22",0.79766,1.3803,1.3798,1.392,1.3935
"584.9764 / 1.17",0.70686,1.4396,1.4205,1.4152,1.4151
"584.9767 / 26.64",1.7831,1.4501,1.4686,1.4766,1.4773
"584.9775 / 27.89",0.0077921,0.015255,0.016032,0.017491,0.017484
"584.9778 / 24.53",0.077241,0.063103,0.36269,0.36481,0.36792
"585.0162 / 22.04  M3H3",0.074818,0.69044,0.70278,0.70025,0.70175
"585.2525 / 10.59",1.3396,1.1708,1.1547,1.1515,1.151
"585.2532 / 9.39",1.476,1.1941,1.1797,1.1763,1.1759
"585.2561 / 21.16",0.092882,0.16273,0.22021,0.23476,0.23555
"585.2702 / 14.56  M2H2",1.6785,1.3228,1.3105,1.3055,1.3049
"585.2738 / 20.17",0.12887,0.21279,0.20992,0.22497,0.22543
"585.2741 / 21.14  MH",0.046064,0.053295,0.13339,0.16893,0.17006
"585.2871 / 8.13",1.7706,1.4188,1.4065,1.4036,1.4033
"585.3071 / 14.38  MHNH42",1.2354,1.1398,1.1265,1.1228,1.1223
"585.3358 / 5.48",0.48053,0.44776,0.45344,0.45533,0.45564
"585.3696 / 9.92  MH",1.2373,0.97559,0.9824,0.97882,0.97858
"585.3763 / 12.40",0.72947,1.0184,1.0064,1.0071,1.0068
"585.7760 / 16.33  M2H2",0.59837,0.71195,0.70111,0.70234,0.70408
"585.7934 / 3.17  M2H2",1.3219,1.093,1.0808,1.0821,1.0817
"585.8335 / 13.53  M2H2",1.9663,1.5513,1.5301,1.525,1.5243
"586.2750 / 21.19",0.12828,0.29952,0.41425,0.42569,0.42597
"586.2891 / 17.78",1.1812,0.98891,0.97401,0.97031,0.97001
"586.3337 / 15.33",1.2366,1.0418,1.0384,1.0356,1.0371
"586.3412 / 9.32  M2H2",1.3028,1.2233,1.2245,1.2199,1.2206
"586.4479 / 23.31",0.53867,0.42489,0.4375,0.43621,0.43975
"586.6693 / 22.04  M3Na3",0.27465,0.6966,0.71123,0.71209,0.71217
"586.8034 / 15.31  M2H2",1.49,1.3235,1.3227,1.3201,1.3197
"587.1835 / 6.79",0.5782,1.3611,1.3931,1.3882,1.3892
"587.2841 / 11.32  M2H2",1.8526,1.4871,1.4639,1.4589,1.4584
"587.2858 / 16.02  M2H2",1.1168,0.8867,0.93423,0.94029,0.94063
"587.3144 / 2.48",1.4591,1.1962,1.2024,1.2045,1.2041
"587.3397 / 17.76",1.8521,1.4665,1.4526,1.4471,1.4465
"587.3426 / 9.29",0.95383,1.0892,1.0719,1.071,1.0706
"587.8040 / 15.27",1.5924,1.2619,1.243,1.2384,1.2379
"588.2411 / 9.33",1.0382,0.90212,0.88927,0.88589,0.886
"588.3149 / 17.60",1.7658,1.3933,1.3748,1.3709,1.3704
"588.3178 / 16.08",1.1947,1.1346,1.118,1.1137,1.1141
"588.3190 / 16.76  M2H2",1.9107,1.5154,1.4919,1.4865,1.4862
"588.3190 / 18.53  M2H2",1.771,1.4204,1.4153,1.41,1.4095
"588.3231 / 19.79",1.384,1.1412,1.1309,1.1268,1.1265
"588.3338 / 3.60",1.1563,1.0643,1.0487,1.046,1.0458
"588.4112 / 20.74",0.1108,0.098311,0.14798,0.14773,0.148
"589.1401 / 7.41",2.0724,1.8646,1.8477,1.8416,1.8412
"589.1742 / 4.26  2MNa",0.83362,0.73775,0.74408,0.74478,0.74484
"589.2837 / 7.98  2MH",0.83078,0.78113,0.78574,0.78466,0.78503
"589.2840 / 7.43",0.93644,0.99661,0.98686,0.98719,0.98684
"589.3189 / 12.20",1.9176,1.511,1.5066,1.5009,1.5006
"589.3198 / 16.01  M2H2",1.7668,1.3971,1.3865,1.3814,1.3811
"590.1251 / 10.47",2.0274,1.9931,1.9877,1.9801,1.9793
"590.2311 / 13.59  MH",2.1727,1.7222,1.6959,1.6896,1.6889
"590.2555 / 3.70",0.78232,0.77644,0.76689,0.76418,0.764
"590.2708 / 17.91  M2H2",1.7807,1.4053,1.3955,1.3969,1.3964
"590.2911 / 16.30  M2",1.966,1.5647,1.5398,1.5359,1.5352
"590.3067 / 16.53  M",1.7651,1.3909,1.3849,1.3796,1.3791
"590.3105 / 15.98",1.5745,1.2519,1.2343,1.2308,1.2304
"590.3114 / 17.56  M2H2",1.6131,1.2785,1.2925,1.2915,1.2911
"590.4315 / 23.35",0.12072,0.10901,0.10858,0.10821,0.10853
"590.7355 / 19.63",1.6409,1.3075,1.3017,1.297,1.2966
"590.9781 / 22.67",0.12459,0.21766,0.21786,0.21903,0.21915
"590.9784 / 23.38",0.070486,0.10578,0.1086,0.10844,0.10841
"590.9785 / 21.67",0.29595,1.0263,1.0162,1.017,1.0171
"590.9789 / 26.87",0.0037365,0.041638,0.061471,0.061491,0.061757
"590.9922 / 22.89",0.19545,0.15787,0.17911,0.18221,0.18263
"590.9927 / 21.69",0.045971,0.54706,0.61973,0.62036,0.62171
"590.9934 / 21.11",0.13786,0.30765,0.34032,0.34683,0.34698
"590.9935 / 22.35",0.061143,0.12562,0.12805,0.12757,0.12752
"590.9943 / 1.27",0.43266,0.82612,0.81691,0.81389,0.81377
"590.9943 / 24.39",0.21369,0.76248,0.75098,0.74815,0.74829
"590.9945 / 23.81",0.07725,0.12266,0.12118,0.12072,0.12068
"590.9948 / 25.90",0.015606,0.019472,0.020245,0.020953,0.020948
"590.9949 / 27.87",0.00074207,0.0048724,0.012893,0.014123,0.01427
"590.9987 / 26.91",0.745,0.59081,0.58986,0.65164,0.65687
"591.2238 / 2.54",1.5721,1.3583,1.3373,1.3322,1.3318
"591.2329 / 13.56",1.689,1.368,1.3474,1.3426,1.3421
"591.2715 / 13.64",1.5825,1.248,1.2458,1.241,1.2407
"591.2890 / 16.35  M",1.5452,1.252,1.2321,1.2275,1.2277
"591.2929 / 15.23  2MNa",0.42619,0.54178,0.62159,0.61989,0.62925
"591.2972 / 10.51",1.5417,1.2149,1.1985,1.1954,1.1949
"591.3099 / 12.98",1.4909,1.1748,1.1746,1.1705,1.1708
"591.3103 / 6.32",0.97215,0.85419,0.8518,0.85935,0.86107
"591.3115 / 15.88",1.3252,1.1725,1.1546,1.1512,1.151
"591.3134 / 16.75  MH",1.4213,1.1383,1.1236,1.1197,1.1194
"591.3189 / 19.56",1.0069,0.91062,0.89704,0.89361,0.89349
"591.4044 / 23.31",0.30888,0.30293,0.29867,0.30232,0.30257
"591.4167 / 10.98",0.058354,0.94889,0.93382,0.96583,0.96554
"591.4341 / 23.38",0.2622,0.20856,0.20721,0.2087,0.20907
"591.4932 / 27.03",0.10026,0.17779,0.18334,0.18316,0.18325
"591.7914 / 14.08  MHNH42",1.7168,1.3529,1.3393,1.3372,1.3369
"591.8135 / 14.27  M2H2",1.3712,1.1386,1.1645,1.1608,1.1606
"591.9929 / 1.28",0.39209,0.76462,0.75575,0.75314,0.75299
"592.2311 / 5.81",0.96849,0.98553,0.97691,0.97721,0.97804
"592.2737 / 8.46",0.7353,0.86079,0.8938,0.90357,0.90418
"592.2972 / 15.20",0.34921,0.86368,0.84995,0.85116,0.85393
"592.2984 / 19.02",1.9983,1.6787,1.6544,1.6532,1.6528
"592.3060 / 13.43",1.2104,1.1646,1.1482,1.1439,1.1437
"592.3117 / 2.54",1.2684,1.1936,1.1809,1.18,1.1799
"592.3315 / 16.53",1.562,1.2309,1.2247,1.2311,1.2308
"592.5482 / 19.04  M2H2",0.43119,0.89118,0.88858,0.88521,0.88491
"592.7991 / 19.04",1.0975,1.0352,1.0188,1.0155,1.0152
"593.2351 / 15.70",0.75667,0.70088,0.69328,0.69424,0.69538
"593.2927 / 15.27",0.75769,1.0255,1.0093,1.0137,1.0142
"593.2956 / 18.36  M2H2",1.1261,0.90128,0.90226,0.90221,0.90186
"593.2987 / 18.98",1.3094,1.0815,1.1215,1.118,1.1183
"593.3018 / 16.02",1.2471,0.98379,1.0158,1.0169,1.0167
"593.3303 / 16.49  MNH4",1.8256,1.4419,1.432,1.427,1.4266
"593.8113 / 16.82  M2H2",1.4364,1.1328,1.1322,1.1365,1.1361
"594.0354 / 22.10  M3H3",0.23175,1.1435,1.1354,1.1366,1.1384
"594.2398 / 9.47",1.1999,0.94646,0.95597,0.95301,0.95284
"594.2884 / 12.11",1.3047,1.1093,1.0938,1.0936,1.0932
"594.2897 / 13.96",0.74547,0.58872,0.58211,0.60172,0.6043
"594.2930 / 19.08  MHNa2",1.3823,1.1246,1.1615,1.1582,1.1581
"594.6478 / 18.98  M3H3",1.4201,1.1403,1.1707,1.1706,1.1701
"594.7678 / 20.02  M2H2",1.4501,1.145,1.1657,1.1701,1.1696
"594.7971 / 3.50",0.64954,0.51953,0.57096,0.61017,0.61085
"594.8227 / 19.53  MHNa2",1.842,1.4516,1.4465,1.441,1.4406
"595.2361 / 8.42",1.4114,1.2595,1.2476,1.2441,1.2435
"595.3062 / 19.40  MNa",1.6246,1.2923,1.2854,1.2807,1.2802
"595.3667 / 23.38",0.1139,0.090428,0.090568,0.091842,0.091944
"595.3874 / 23.35",0.091893,0.11649,0.11738,0.11698,0.11715
"596.3086 / 18.75  MH",1.8703,1.4844,1.4969,1.4916,1.4917
"596.9945 / 1.26",0.0086971,0.0070349,0.02718,0.028353,0.02842
"596.9953 / 23.38",0.0085079,0.015109,0.023058,0.026055,0.026211
"596.9956 / 22.86",0.19435,0.30176,0.30266,0.30209,0.30266
"596.9956 / 24.53",0.097236,0.24437,0.24215,0.2415,0.24154
"596.9958 / 25.94",0.025542,0.088506,0.091903,0.092109,0.09207
"597.0103 / 23.79",0.0092246,0.027489,0.028937,0.028926,0.028929
"597.0104 / 21.62",0.52742,0.55758,0.56615,0.60934,0.60994
"597.0108 / 26.27",0.0093413,0.0076897,0.0077307,0.0090978,0.009103
"597.0110 / 22.83",0.011963,0.084925,0.083831,0.08617,0.086144
"597.0111 / 22.23",0.33508,0.52972,0.52273,0.52075,0.52142
"597.0112 / 27.40",0.025375,0.042639,0.042359,0.042314,0.042344
"597.0118 / 1.30",0.055903,0.13778,0.1379,0.13781,0.13778
"597.0130 / 25.24",0.14768,0.22998,0.37078,0.36972,0.37248
"597.2103 / 19.40",0.73413,0.73007,0.78618,0.78457,0.78438
"597.3298 / 9.26",0.87698,1.0932,1.0766,1.0727,1.0726
"598.0136 / 1.32",0.050541,0.12117,0.1196,0.11929,0.11927
"598.2613 / 7.60",0.42724,2.042,2.0096,2.0019,2.0012
"598.2629 / 14.63",1.3716,1.0973,1.1223,1.1188,1.1183
"598.3531 / 19.97",0.78327,0.87867,0.92597,0.92247,0.92448
"598.7869 / 8.08",0.91629,0.72257,0.72872,0.72833,0.72868
"598.8116 / 18.94  M2Na2",1.3828,1.1085,1.13,1.1257,1.126
"599.2821 / 15.43",1.1806,1.0486,1.0465,1.0476,1.0475
"599.3012 / 9.36",1.1642,0.97771,0.96658,0.96401,0.96372
"599.3870 / 21.46  MHNH42",0.067752,0.89264,0.90499,0.90726,0.91197
"599.3912 / 14.74  MH",1.1031,1.1054,1.0885,1.09,1.0898
"599.4128 / 25.11",0.0030972,0.047138,0.054979,0.05527,0.05525
"599.4290 / 25.06",0.029946,0.04329,0.042608,0.042822,0.042813
"599.6920 / 22.07",0.19462,0.96174,0.95304,0.9501,0.9497
"599.7682 / 10.37  M2H2",1.6894,1.3393,1.3189,1.3164,1.3162
"600.0280 / 22.07",0.18987,0.1629,0.30185,0.33865,0.33992
"600.1089 / 20.25  M5H5",0.19671,0.89909,0.88479,0.88198,0.8833
"600.3019 / 18.30",1.0791,0.87383,0.86074,0.85982,0.86055
"600.3081 / 20.31",0.59972,0.61044,0.60216,0.62253,0.62227
"600.3136 / 10.07",1.5028,1.2354,1.2194,1.2151,1.2146
"600.3251 / 23.96",0.11891,0.35073,0.63905,0.63852,0.6395
"600.3253 / 14.76  M2H2",1.3917,1.1001,1.0978,1.0983,1.0981
"600.3254 / 19.07  M3H3",1.4133,1.1289,1.1111,1.1068,1.1068
"600.3690 / 17.98",1.1982,0.95485,0.9649,0.96478,0.96444
"600.3699 / 19.97",0.86281,0.74791,0.7399,0.73707,0.74019
"600.7691 / 10.33",1.1366,1.0007,1.0057,1.0079,1.0076
"600.7934 / 19.53",0.84911,0.93576,0.92528,0.92237,0.92231
"600.8169 / 17.42",0.82081,0.65916,0.67447,0.67932,0.67929
"601.0911 / 1.26",0.20913,0.92399,0.90942,0.90681,0.90662
"601.1945 / 23.51",0.081988,0.067841,0.068219,0.068228,0.0682
"601.2619 / 17.88  MHNa2",1.1277,0.89243,0.90847,0.90527,0.9051
"601.2661 / 22.26",0.39683,0.31271,0.34257,0.34429,0.34433
"601.2680 / 19.84",0.80076,0.6384,0.63327,0.66138,0.66123
"601.2698 / 2.34",1.451,1.1713,1.1572,1.1528,1.1524
"601.2698 / 23.21",0.53278,0.45815,0.47124,0.47471,0.47454
"601.2746 / 3.80",1.3469,1.0952,1.0867,1.0827,1.0823
"601.3185 / 8.06",1.5843,1.2995,1.2833,1.2786,1.2781
"601.3450 / 22.07  M2HNa3",0.041463,0.74787,0.73922,0.73643,0.73674
"601.3610 / 8.20",1.6216,1.2788,1.2667,1.2626,1.2621
"601.3674 / 9.71  MNH4",1.2239,1.105,1.0943,1.0907,1.0903
"601.7981 / 15.86",1.5925,1.3037,1.2939,1.2891,1.2886
"601.8655 / 21.46  MHNa2",0.28083,1.0179,1.0469,1.0431,1.0433
"602.2992 / 15.86",1.3868,1.1842,1.1673,1.1661,1.1658
"602.3622 / 14.53",1.1735,0.92832,0.93014,0.9271,0.92723
"603.2636 / 16.13",1.2862,1.1257,1.1288,1.1348,1.1345
"603.2816 / 17.99  M2H2",1.0994,0.86709,0.8689,0.88775,0.88804
"603.3317 / 3.09",1.1359,1.008,1.0308,1.0361,1.0357
"603.3342 / 13.95",1.5331,1.2409,1.2335,1.2291,1.2286
"603.3347 / 10.31  MH",1.3482,1.1031,1.1429,1.1484,1.1479
"603.4329 / 16.25",0.057219,0.39014,0.6244,0.62366,0.62411
"603.7632 / 19.73  M2H2",1.5847,1.2724,1.2793,1.2745,1.2749
"604.2840 / 13.62",1.5112,1.2249,1.2063,1.2034,1.2033
"604.3028 / 21.02  MH",0.74355,0.61922,0.61423,0.6397,0.63953
"604.3288 / 19.60",1.2985,1.1193,1.1228,1.119,1.1185
"604.3344 / 20.63",0.45505,0.54149,0.53385,0.533,0.53287
"604.3368 / 21.46",0.033328,0.478,0.4801,0.48166,0.48205
"604.3485 / 21.46  M2H2",0.20922,0.4037,0.39763,0.39702,0.39713
"604.6611 / 10.28",0.71578,0.9466,0.94229,0.94609,0.9469
"604.8167 / 14.27  M2H2",1.2469,1.0037,0.98797,0.99094,0.99095
"604.8300 / 19.60",1.6169,1.2758,1.2664,1.2616,1.2611
"605.2703 / 7.72  MNa",1.1208,1.0802,1.0829,1.08,1.0799
"605.3040 / 21.05",0.7685,0.6061,0.6108,0.62506,0.62633
"605.3137 / 6.58",1.3209,1.2427,1.2524,1.2476,1.2472
"605.3310 / 11.29  M2H2",1.3716,1.0826,1.0722,1.0723,1.072
"605.4775 / 26.90",0.1815,0.24949,0.25864,0.25771,0.2576
"605.8478 / 19.33",1.4726,1.1655,1.1491,1.1449,1.1444
"606.3507 / 19.82  MH",1.5201,1.2361,1.2487,1.2461,1.246
"606.6544 / 18.52  M3H3",2.0904,1.8246,1.7961,1.7909,1.7901
"607.2543 / 21.14  MNa",0.12318,0.098874,0.23625,0.25809,0.25799
"607.3201 / 18.51",1.7753,1.4418,1.4189,1.415,1.4145
"607.3484 / 20.89  M2H2",0.38037,1.2459,1.312,1.307,1.3076
"607.3509 / 9.92  MNa",1.2812,1.0246,1.0179,1.014,1.0139
"608.2958 / 16.04  MHK2",1.6091,1.2738,1.2568,1.2606,1.2601
"608.3034 / 15.03",1.5793,1.247,1.2272,1.224,1.2241
"608.3148 / 9.45",0.7392,0.81869,0.80624,0.80351,0.8038
"608.3269 / 16.44  M2NH42",1.6149,1.3485,1.3401,1.335,1.3345
"608.3511 / 15.02  M3H3",1.1668,0.95332,0.97963,0.97675,0.97792
"608.3860 / 20.04",0.040075,0.032692,0.040773,0.042707,0.042735
"608.6277 / 19.86  M3H3",0.68083,0.71324,0.76181,0.77378,0.77375
"608.7103 / 22.16  M3H3",0.10033,0.9834,0.96804,0.96883,0.96877
"608.8261 / 2.58",1.2606,1.0472,1.0509,1.051,1.0506
"609.0073 / 13.46",1.6329,1.3053,1.2882,1.288,1.2877
"609.2804 / 0.47",0.39654,0.47487,0.47655,0.48146,0.48385
"609.3231 / 15.91  MNH4",1.3009,1.0299,1.0306,1.0329,1.0325
"609.3243 / 9.26",1.1294,1.1894,1.1918,1.1876,1.1871
"609.3251 / 8.76  2MH",0.97495,0.77898,0.76681,0.76467,0.76463
"609.3257 / 10.22",0.93302,0.82351,0.82673,0.83352,0.83326
"609.3602 / 20.97  MH",0.71185,0.60813,0.61457,0.61304,0.61421
"610.2524 / 18.09  MH",0.97776,0.78323,0.80037,0.80233,0.80454
"610.2836 / 8.50",1.1339,1.0521,1.0751,1.071,1.072
"610.9510 / 14.28",0.68467,0.53954,0.5464,0.60679,0.60927
"611.3295 / 20.30",1.1713,1.0744,1.0573,1.0534,1.053
"611.9738 / 17.84  M3H3",0.4897,0.41836,0.42243,0.43364,0.43392
"612.2113 / 13.56  MNa",1.5699,1.3226,1.3033,1.299,1.2985
"612.2748 / 17.31  M2H2",1.1498,0.92205,0.97124,0.98518,0.98482
"612.8392 / 19.24  M2H2",1.9433,1.5344,1.5293,1.5237,1.5232
"612.9818 / 1.33",0.046045,0.10068,0.11427,0.11496,0.11496
"613.2937 / 3.63",1.2897,1.0861,1.0699,1.0663,1.0659
"613.3442 / 20.01",0.076659,0.071891,0.073454,0.073269,0.073238
"613.6423 / 19.10",1.6494,1.3003,1.3024,1.298,1.2975
"613.9580 / 19.44  M3H3",0.79438,0.79651,0.78879,0.78578,0.78554
"614.1770 / 21.70",0.043405,0.18984,0.18682,0.27165,0.2717
"614.3137 / 19.83",0.69139,0.54486,0.5424,0.54475,0.54458
"614.3303 / 19.76",0.4359,0.40161,0.40067,0.40083,0.401
"614.3686 / 22.10  M3H3",0.29397,0.2446,0.27689,0.2941,0.29718
"614.6282 / 15.41  M3H3",0.42486,0.49801,0.50492,0.50507,0.50647
"614.8352 / 19.75  M2H2",0.9697,1.021,1.0128,1.0089,1.0087
"615.0018 / 19.99  M3H3",0.84004,0.9894,1.0391,1.0392,1.0393
"615.2475 / 21.76",0.54597,0.81376,0.80586,0.81228,0.81302
"615.3079 / 7.10",0.66507,0.61392,0.61251,0.63046,0.63027
"615.3461 / 3.55",1.6302,1.3149,1.321,1.3212,1.3206
"615.3717 / 18.76",1.5211,1.2025,1.2106,1.2074,1.2069
"615.4107 / 19.62",1.7873,1.4124,1.3988,1.3935,1.3929
"615.8376 / 14.92",1.013,0.82365,0.81055,0.82188,0.82188
"615.8617 / 19.80  M2H2",1.2243,0.99186,1.0048,1.0029,1.0034
"615.9465 / 19.08  M3H3",1.3183,1.0535,1.042,1.0392,1.0391
"616.0198 / 22.10  M3Na3",0.16973,0.96017,0.95377,0.95432,0.95694
"616.1741 / 21.70",0.16146,0.15129,0.19101,0.19113,0.19137
"616.2969 / 19.85",1.6332,1.3022,1.294,1.2916,1.292
"616.3026 / 10.30  M2H2",1.4818,1.1804,1.1696,1.1666,1.1664
"616.3541 / 19.21",1.6665,1.3132,1.3043,1.3008,1.3003
"616.3661 / 10.25",1.2362,1.1253,1.117,1.1129,1.1126
"616.3664 / 9.44  MCH3OHH",1.2519,1.038,1.0224,1.0203,1.0199
"616.3681 / 2.09",1.1982,1.066,1.0572,1.0532,1.0528
"616.6151 / 14.95  M3H3",0.88361,0.7017,0.73764,0.74141,0.74112
"616.8571 / 15.96  M2H2",0.34427,0.4698,0.48178,0.48128,0.48147
"616.9831 / 10.50  M3H3",0.97189,1.0376,1.0212,1.0233,1.0257
"617.2777 / 10.98",1.4654,1.1737,1.1739,1.1695,1.169
"618.2902 / 18.75  MNa",1.4192,1.154,1.1464,1.1456,1.1452
"618.3381 / 20.89  MHNa2",0.93558,0.97851,0.96298,0.96262,0.96229
"618.3445 / 16.65",1.0191,0.82354,0.83767,0.85526,0.85629
"618.3807 / 11.87",0.77204,0.62756,0.63053,0.62813,0.62827
"618.9915 / 20.02  M3H3",0.93287,0.76695,0.76549,0.78903,0.7894
"619.2738 / 17.12",0.022102,0.43368,0.45566,0.45392,0.45392
"619.2936 / 18.50",1.6015,1.2626,1.2491,1.251,1.2506
"619.2944 / 12.96  M3H3",1.1644,0.99856,1.0873,1.0834,1.083
"619.3039 / 2.74",1.6703,1.3571,1.3379,1.3338,1.3335
"619.7546 / 20.11  M2H2",1.8268,1.5763,1.5512,1.5472,1.5472
"620.1200 / 20.03",0.10149,0.72721,0.73846,0.73766,0.73749
"620.2670 / 9.93",1.4758,1.1714,1.1717,1.1847,1.1842
"620.2925 / 19.89",1.4102,1.1193,1.1035,1.1039,1.104
"620.2967 / 20.60  MH",1.2131,0.95627,0.94811,0.95608,0.95641
"620.3240 / 14.40  M2H2",0.9185,0.74773,0.7508,0.74794,0.74812
"620.3276 / 20.18  M2H2",1.1622,1.0445,1.029,1.0253,1.0251
"620.3411 / 11.68",0.95657,0.87018,0.8609,0.85763,0.85727
"620.8057 / 20.15  M2",1.4121,1.1941,1.1869,1.1827,1.1822
"621.3259 / 16.69",1.5166,1.1957,1.2357,1.2344,1.2342
"621.3452 / 12.74",1.1949,1.0573,1.0471,1.0442,1.0439
"621.3597 / 12.32",1.08,0.88224,0.87257,0.87047,0.87225
"621.3731 / 14.74  MNa",0.80024,0.66354,0.65348,0.66813,0.66852
"621.3981 / 21.53  MHNH42",0.21239,0.25996,0.37679,0.41746,0.41729
"622.2975 / 11.06",1.5916,1.3118,1.31,1.3051,1.3046
"622.3070 / 19.53",1.4034,1.166,1.1489,1.1461,1.1465
"622.3083 / 18.90  M3Na3",1.4799,1.1736,1.1689,1.1644,1.1649
"622.3115 / 11.14",1.7544,1.4372,1.4211,1.4161,1.4156
"622.3259 / 16.72",0.72983,0.95775,0.95016,0.94837,0.94911
"622.8016 / 15.78",1.6577,1.3165,1.3041,1.3027,1.3033
"622.8024 / 14.48",0.52481,0.62715,0.61803,0.61729,0.61931
"622.8054 / 17.36  M2H2",0.95144,0.76159,0.75045,0.75088,0.75112
"623.1908 / 23.92",0.013713,0.090555,0.092315,0.092498,0.092506
"623.2087 / 23.93",0.033469,0.03106,0.034238,0.034607,0.034638
"623.2670 / 6.72",1.3423,1.1853,1.1781,1.1764,1.1759
"623.2672 / 10.60",1.0776,0.94846,0.94259,0.94427,0.94391
"623.3023 / 15.78",1.7567,1.3979,1.399,1.3946,1.3949
"623.3264 / 21.40  MHK2",0.23748,0.59398,0.59858,0.5963,0.59773
"623.3321 / 14.65  M",1.1996,0.99748,0.98171,0.97798,0.97901
"623.3853 / 22.20",0.23558,0.51101,0.51855,0.53201,0.53297
"623.7209 / 22.20",0.068061,0.48964,0.48239,0.48188,0.4826
"623.8364 / 12.94  M2H2",1.7282,1.3618,1.3614,1.3569,1.3564
"623.8776 / 21.53  MHNa2",0.13353,0.80314,0.79611,0.79752,0.79823
"624.3051 / 10.53",0.92369,0.77032,0.77182,0.78952,0.78977
"624.6632 / 19.89  M3H3",1.546,1.2304,1.2354,1.2309,1.2312
"625.3155 / 10.35  MNa",1.1792,0.97662,0.96116,0.96847,0.9681
"625.6145 / 17.63  M3H3",0.82889,0.65988,0.70131,0.71118,0.71093
"625.7910 / 17.89",1.4774,1.1875,1.1862,1.1856,1.1855
"626.2762 / 7.32",1.373,1.147,1.1288,1.1258,1.1254
"626.2837 / 21.02  MNa",0.57469,0.51944,0.51169,0.52677,0.53049
"626.2920 / 17.92",1.6039,1.2638,1.2498,1.2575,1.257
"626.3129 / 18.04",1.4447,1.1394,1.1343,1.141,1.1406
"626.3467 / 21.52",0.0068111,0.36184,0.35727,0.37542,0.37598
"626.3604 / 21.53  M2H2",0.033309,0.39698,0.39068,0.39197,0.39274
"626.3866 / 19.27",1.6769,1.3516,1.3392,1.3346,1.3343
"627.3350 / 18.84  M3H3",1.2676,1.0683,1.067,1.0674,1.067
"627.3716 / 15.69",0.93908,0.74087,0.80438,0.81944,0.8191
