"","MeanDecreaseAccuracy"
"408.2108 / 9.88",0
"408.1971 / 17.23",0
"408.1933 / 15.84",0
"408.1808 / 12.71",0
"408.1384 / 2.73",0
"407.6462 / 20.14",0
"407.2791 / 22.83",0
"407.1939 / 9.56  M-H-",0
"407.1917 / 2.29",0
"407.1875 / 26.03",0
"407.1169 / 3.96",0
"406.6945 / 10.79",0
"406.1968 / 14.51",0
"406.1836 / 21.76",0
"406.1489 / 16.28",0
"406.0558 / 13.94",0
"406.0465 / 8.86",0
"405.2497 / 22.58  M-H-",0
"405.2229 / 23.70",0
"405.2226 / 9.00",0
"405.2135 / 13.55",0
"405.1977 / 2.79  MAcO-H-",0
"405.1736 / 14.21  MNa-2H-",0
"405.1595 / 14.44  M-2H2-",0
"405.1528 / 16.23",0
"405.1239 / 11.87",0
"405.0292 / 1.88  M-H-",0
"404.6477 / 13.49",0
"404.1814 / 17.64",0
"404.1803 / 18.31  M-H-",0
"404.1766 / 3.08",0
"404.1594 / 2.26",0
"404.1447 / 14.98",0
"403.1972 / 10.24  M-H-",0
"403.1971 / 8.45",0
"403.1965 / 14.00  M-H-",0
"403.1961 / 16.69",0
"403.1814 / 3.80",0
"403.1345 / 22.05  MNa-2H-",0
"403.0964 / 6.94",0
"402.1977 / 2.26  M-H-",0
"402.1771 / 2.15",0
"402.1633 / 9.66",0
"402.1259 / 4.91  MNa-2H-",0
"402.1234 / 8.89",0
"402.1088 / 3.40",0
"401.2858 / 0.98",0
"401.2390 / 9.95",0
"401.2387 / 10.92",0
"401.2302 / 22.97",0
"401.2032 / 8.05  M-H-",0
"401.2024 / 10.80",0
"401.1850 / 21.59",0
"401.1575 / 10.59",0
"401.1422 / 17.70  MNa-2H-",0
"401.0790 / 21.93",0
"400.9871 / 1.04",0
"400.6830 / 10.84",0
"400.2258 / 4.24",0
"400.2198 / 5.47",0
"400.2187 / 6.80  M-H-",0
"400.1980 / 11.16",0
"400.1821 / 1.88",0
"400.1785 / 15.49  M-2H2-",0
"400.1538 / 19.04  M-H2O-H-",0
"400.0178 / 2.58",0
"399.2711 / 4.94",0
"399.2598 / 13.87",0
"399.2596 / 15.48",0
"399.2239 / 8.49  M-H2O-H-",0
"399.2233 / 10.39",0
"399.2230 / 4.27",0
"399.1879 / 10.61",0
"399.1877 / 4.50",0
"399.1873 / 13.56",0
"399.1871 / 12.61",0
"399.0737 / 17.79  MNa-2H-",0
"398.8775 / 0.81",0
"398.8774 / 31.64",0
"398.8767 / 30.96",0
"398.8763 / 29.98",0
"398.2681 / 17.81  MAcO-H-",0
"398.2227 / 8.48",0
"398.2031 / 11.87",0
"398.2026 / 13.21",0
"398.1827 / 3.67",0
"398.1817 / 4.72",0
"398.1679 / 12.07",0
"398.1675 / 13.02",0
"398.0625 / 20.78",0
"397.2567 / 22.83",0
"397.2462 / 18.70",0
"397.2441 / 16.45",0
"397.2441 / 12.52  M-H-",0
"397.2194 / 8.45  M-H-",0
"397.2194 / 7.31",0
"397.1709 / 16.19",0
"397.1488 / 19.42",0
"397.1437 / 3.95  3M2Na-3H-",0
"397.1171 / 22.05",0
"397.1086 / 13.94",0
"397.0993 / 9.46  M-H-",0
"397.0028 / 10.70  2MNa-2H-",0
"396.6551 / 20.14  M-2H2-",0
"396.1163 / 15.16",0
"395.2437 / 21.92  M-H-",0
"395.2421 / 23.15  MAcO-H-",0
"395.2149 / 5.74",0
"395.2024 / 11.47",0
"395.1917 / 13.71",0
"395.1562 / 3.26",0
"394.1994 / 11.43  M-H-",0
"394.1607 / 7.52",0
"394.1602 / 5.86  M-H-",0
"394.1233 / 5.52",0
"394.0562 / 11.77  MNa-2H-",0
"393.6569 / 13.52  M-2H2-",0
"393.2273 / 21.57  M-H2O-H-",0
"393.2250 / 22.76",0
"393.2099 / 13.08  MNa-2H-",0
"393.2029 / 19.58  MNa-2H-",0
"393.1764 / 5.07  M-H-",0
"393.1717 / 24.38",0
"393.0795 / 12.35  MNa-2H-",0
"392.2200 / 13.30",0
"392.1818 / 15.74",0
"392.1806 / 16.47",0
"392.1423 / 13.70  MNa-2H-",0
"392.1183 / 10.23",0
"391.9874 / 21.56",0
"391.2841 / 23.24  M-H-",0
"391.2112 / 21.47  MNa-2H-",0
"391.2077 / 23.51",0
"391.2072 / 5.29",0
"391.1975 / 12.29",0
"391.1951 / 6.47",0
"391.0643 / 13.72  MNa-2H-",0
"390.2946 / 23.69",0
"390.2378 / 18.05",0
"390.2022 / 13.08  M-H-",0
"390.1663 / 15.68",0
"390.1471 / 14.14",0
"389.9909 / 21.59  MNa-2H-",0
"389.9601 / 22.19",0
"389.2892 / 23.67",0
"389.2034 / 3.03  M-H-",0
"389.1665 / 3.67",0
"389.1446 / 5.80",0
"389.1164 / 21.53",0
"389.0320 / 1.85",0
"388.2272 / 8.10",0
"388.1861 / 20.14",0
"388.1707 / 4.57",0
"388.1507 / 15.03  M-H-",0
"388.1167 / 10.19  M-H-",0
"388.0456 / 3.74",0
"388.0314 / 1.18",0
"388.0300 / 25.84",0
"388.0297 / 22.31",0
"388.0296 / 27.61",0
"388.0294 / 22.93",0
"388.0287 / 24.12",0
"388.0284 / 21.53",0
"388.0278 / 20.99",0
"387.6745 / 6.91",0
"387.2239 / 8.16  M-H-",0
"387.2238 / 10.46  M-H-",0
"387.2237 / 6.24  M-H-",0
"387.2234 / 6.92",0
"387.2232 / 1.57",0
"387.2222 / 11.24",0
"387.1876 / 16.09",0
"387.1856 / 2.70",0
"387.1792 / 21.25  MNa-2H-",0
"387.1749 / 3.83",0
"387.1334 / 9.03",0
"387.1016 / 20.75  MFA-H-",0
"387.0286 / 23.78",0
"387.0283 / 12.15",0
"387.0282 / 12.86",0
"387.0274 / 20.11",0
"387.0273 / 25.22  M-H-",0
"387.0270 / 10.93",0
"387.0269 / 9.61",0
"387.0269 / 25.97  M-H-",0
"387.0267 / 1.33  M-H-",0
"387.0266 / 14.20",0
"387.0265 / 0.73",0
"387.0263 / 0.09",0
"387.0262 / 29.08",0
"387.0262 / 18.68  M-H-",0
"387.0261 / 5.26",0
"387.0260 / 8.72",0
"387.0260 / 30.24",0
"387.0258 / 7.05",0
"387.0257 / 31.98",0
"387.0257 / 16.63",0
"387.0256 / 8.20",0
"387.0256 / 6.05",0
"387.0256 / 31.18",0
"387.0256 / 27.98",0
"387.0251 / 14.72",0
"387.0248 / 21.94",0
"387.0248 / 17.42",0
"387.0247 / 7.57",0
"386.1633 / 11.26",0
"386.1383 / 16.28  M-H2O-H-",0
"385.9687 / 2.64",0
"385.6643 / 20.14  M-2H2-",0
"385.2450 / 12.36",0
"385.2351 / 23.65",0
"385.2221 / 20.45",0
"385.1985 / 22.59",0
"385.1349 / 4.69",0
"385.1244 / 2.19",0
"385.1242 / 20.43",0
"385.1135 / 13.46",0
"385.0885 / 6.64",0
"384.7033 / 12.31",0
"384.6928 / 20.01",0
"384.1955 / 14.24",0
"383.9906 / 9.00  MNa-2H-",0
"383.1924 / 14.21  M-H-",0
"383.1922 / 16.23",0
"383.1211 / 2.11  2MNa-2H-",0
"382.1952 / 11.40",0
"382.1943 / 7.26",0
"382.1938 / 10.30",0
"382.1853 / 5.87",0
"382.1756 / 15.64",0
"382.1238 / 3.18",0
"382.0685 / 20.87  M-H-",0
"381.9936 / 9.00  MNa-2H-",0
"381.2793 / 23.13",0
"381.2638 / 22.33",0
"381.2618 / 23.37",0
"381.1665 / 22.26  MNa-2H-",0
"381.1539 / 21.65  M-H-",0
"381.1469 / 3.11",0
"381.1090 / 20.87  MNa-2H-",0
"381.1087 / 19.24  MNa-2H-",0
"381.1033 / 13.38  2MNa-2H-",0
"381.0104 / 16.09",0
"381.0100 / 28.40",0
"381.0100 / 27.89  M-H-",0
"381.0100 / 22.14",0
"381.0100 / 20.26",0
"381.0100 / 14.78",0
"381.0099 / 12.14",0
"381.0098 / 17.51",0
"381.0097 / 23.36",0
"381.0095 / 21.42",0
"381.0095 / 20.84",0
"381.0095 / 10.91",0
"381.0092 / 14.25",0
"381.0091 / 13.66",0
"381.0090 / 31.32",0
"381.0090 / 30.31",0
"381.0090 / 18.68",0
"381.0089 / 9.13",0
"381.0089 / 12.70",0
"381.0089 / 0.43",0
"381.0084 / 7.68",0
"381.0083 / 6.94",0
"381.0082 / 19.40",0
"381.0079 / 6.12",0
"381.0079 / 24.21",0
"381.0068 / 10.29",0
"380.1820 / 9.50  MAcO-H-",0
"380.1816 / 8.58",0
"380.1792 / 13.65  MNa-2H-",0
"380.1783 / 13.04  MNa-2H-",0
"380.1453 / 4.88  M-H-",0
"380.1451 / 3.14",0
"380.1196 / 13.69",0
"379.2462 / 23.19",0
"379.1838 / 5.22",0
"379.1604 / 17.70  M-H-",0
"379.1557 / 23.01",0
"379.1497 / 24.27",0
"379.1440 / 6.55",0
"379.1298 / 14.79  MNa-2H-",0
"379.1141 / 3.16  2MNa-2H-",0
"379.0905 / 9.02  M-H2O-H-",0
"379.0866 / 14.05  MNa-2H-",0
"379.0829 / 1.48",0
"379.0646 / 6.41  MNa-2H-",0
"379.0641 / 9.36  MNa-2H-",0
"378.2023 / 13.93",0
"378.2022 / 12.88",0
"378.2020 / 9.06",0
"378.1823 / 10.51",0
"378.1656 / 11.56",0
"378.0889 / 1.51",0
"378.0802 / 9.68  MNa-2H-",0
"377.2321 / 21.98  M-H2O-H-",0
"377.2296 / 22.97",0
"377.2185 / 21.95",0
"377.1942 / 23.30",0
"377.1806 / 9.82",0
"377.1140 / 8.77",0
"377.0953 / 4.21",0
"377.0918 / 17.79  M-H-",0
"377.0865 / 1.48",0
"376.7041 / 7.51",0
"376.6587 / 20.14",0
"376.2234 / 15.49",0
"376.2098 / 11.79",0
"376.2037 / 7.54",0
"376.1834 / 19.61  MNa-2H-",0
"376.1539 / 9.76",0
"376.1538 / 6.28",0
"376.1511 / 10.27",0
"376.1502 / 14.32",0
"376.0099 / 21.97",0
"375.9944 / 1.10",0
"375.9938 / 22.26",0
"375.2513 / 7.14",0
"375.2162 / 21.98",0
"375.1794 / 21.63",0
"375.1536 / 5.13",0
"375.1522 / 5.70",0
"375.1515 / 3.22  M-H-",0
"375.1293 / 12.85  M-H2O-H-",0
"375.1267 / 14.39  MNa-2H-",0
"374.9938 / 30.09",0
"374.9937 / 27.41",0
"374.9936 / 25.27",0
"374.9935 / 26.05",0
"374.9935 / 23.44",0
"374.9930 / 26.87",0
"374.9930 / 18.86",0
"374.9925 / 1.04  M-H-",0
"374.9923 / 29.20",0
"374.9920 / 17.25",0
"374.9915 / 11.58",0
"374.9904 / 19.59",0
"374.9899 / 24.73",0
"374.9893 / 21.29",0
"374.3252 / 21.45",0
"374.2069 / 16.50",0
"374.1751 / 3.17",0
"374.1705 / 18.91  M-H-",0
"374.1672 / 1.56",0
"374.1554 / 4.47",0
"374.1551 / 3.74",0
"374.0767 / 8.32",0
"374.0409 / 1.82",0
"373.9957 / 22.29",0
"373.9464 / 22.48",0
"373.2147 / 11.83",0
"373.2092 / 6.86",0
"373.2089 / 1.75",0
"373.2083 / 7.54",0
"373.1867 / 10.36",0
"373.1723 / 9.41  M-H-",0
"373.1715 / 3.20",0
"373.1422 / 10.04",0
"373.1417 / 20.35",0
"373.1138 / 6.99",0
"373.1009 / 9.56",0
"373.0872 / 19.76",0
"373.0378 / 1.64  4MNa-2H-",0
"373.0252 / 2.86",0
"373.0112 / 1.29",0
"372.2133 / 7.56",0
"372.2131 / 19.20",0
"372.2124 / 13.58",0
"372.1882 / 7.75",0
"372.1574 / 17.93",0
"372.0753 / 11.77  M-H-",0
"371.9496 / 22.48",0
"371.2901 / 21.14",0
"371.2654 / 5.13",0
"371.2422 / 21.44  M-H-",0
"371.2292 / 7.83",0
"371.2286 / 8.84",0
"371.2283 / 10.78",0
"371.2208 / 19.58  M-H-",0
"371.1940 / 2.72  M-H2O-H-",0
"371.1684 / 21.27",0
"371.0970 / 13.60",0
"371.0846 / 9.43",0
"371.0752 / 13.49",0
"370.2369 / 18.58",0
"370.2303 / 21.38",0
"370.1976 / 15.00",0
"370.1141 / 9.91",0
"370.1134 / 13.21  MCl-",0
"370.1068 / 4.91",0
"370.1036 / 2.30",0
"370.0717 / 14.23",0
"369.9231 / 2.58",0
"369.2275 / 21.44  M-H-",0
"369.2132 / 6.47  M-H2O-H-",0
"369.2118 / 4.57",0
"369.1774 / 12.57",0
"369.1772 / 11.56",0
"369.1764 / 10.71",0
"369.1762 / 10.14",0
"369.1751 / 28.36",0
"369.1288 / 22.13",0
"369.0904 / 2.55  MNa-2H-",0
"369.0826 / 13.72  M-H-",0
"368.9732 / 5.39  2MNa-2H-",0
"368.1332 / 21.10",0
"368.0086 / 21.56  M-H-",0
"367.9263 / 2.60",0
"367.2110 / 21.35",0
"367.1587 / 26.60",0
"367.1416 / 21.35",0
"367.1044 / 1.51",0
"367.0318 / 1.18",0
"366.2138 / 3.17",0
"366.1662 / 5.39",0
"366.1655 / 5.99",0
"366.1640 / 9.28  MNa-2H-",0
"366.0741 / 20.90",0
"366.0355 / 1.14",0
"365.2679 / 24.30  M-H-",0
"365.2670 / 23.36",0
"365.1973 / 21.25  M-H-",0
"365.1355 / 2.58",0
"365.0851 / 10.32",0
"365.0325 / 22.56",0
"365.0313 / 1.15  M-H-",0
"365.0306 / 24.72",0
"365.0303 / 27.34",0
"365.0297 / 25.25",0
"364.9507 / 1.31",0
"364.1870 / 13.14",0
"364.1868 / 14.15",0
"364.1867 / 14.88",0
"364.1865 / 7.11",0
"364.1502 / 5.83",0
"364.1164 / 2.26",0
"363.9919 / 21.24",0
"363.2502 / 23.95",0
"363.1785 / 23.06",0
"363.1220 / 16.93",0
"363.1132 / 5.04",0
"363.1116 / 22.10",0
"363.1106 / 15.54",0
"363.0888 / 1.58",0
"362.2003 / 22.55",0
"362.1681 / 17.48  MNa-2H-",0
"362.1457 / 3.64",0
"362.0501 / 2.34",0
"362.0496 / 4.78  M-H-",0
"362.0492 / 3.73",0
"362.0095 / 9.03  M-H-",0
"361.9962 / 21.24",0
"361.2364 / 22.68  M-H-",0
"361.2352 / 23.72",0
"361.2001 / 22.59",0
"361.1708 / 6.62",0
"361.1515 / 20.23",0
"361.1498 / 5.67  MCl-",0
"361.1497 / 19.07",0
"361.1356 / 3.31",0
"361.1347 / 26.29",0
"360.9568 / 19.10",0
"360.1964 / 3.45",0
"360.1948 / 10.78",0
"360.1773 / 2.63",0
"360.1602 / 11.06",0
"360.1591 / 16.23",0
"360.0167 / 1.04",0
"360.0113 / 9.00  M-H-",0
"359.2217 / 22.71",0
"359.1931 / 2.73",0
"359.1910 / 2.16",0
"359.1847 / 22.26  M-H-",0
"359.1582 / 11.13",0
"359.1575 / 10.11",0
"359.1566 / 1.60",0
"359.1549 / 2.79  M-H-",0
"359.1266 / 19.24  M-H-",0
"359.1264 / 20.87  M-H-",0
"359.0566 / 6.51",0
"359.0137 / 1.07  M-H-",0
"358.9598 / 19.10  2MNa-2H-",0
"358.1973 / 13.65  M-H-",0
"358.1972 / 13.04  M-H-",0
"358.1970 / 9.76",0
"358.1956 / 4.44",0
"358.1430 / 14.91",0
"357.2128 / 10.68",0
"357.2126 / 9.66",0
"357.1577 / 23.05",0
"357.1550 / 17.15  MAcO-H-",0
"357.1478 / 14.79  M-H-",0
"357.1401 / 3.15  M-H2O-H-",0
"357.1175 / 3.70  MNa-2H-",0
"357.1057 / 14.05  M-H-",0
"357.1017 / 9.71",0
"357.0830 / 9.33  M-H-",0
"357.0828 / 6.35  M-H-",0
"357.0561 / 6.41  MNa-2H-",0
"357.0331 / 2.89  2MNa-2H-",0
"356.2562 / 16.69",0
"356.1452 / 10.06",0
"356.0983 / 9.68  M-H-",0
"356.0360 / 7.73  M-H-",0
"355.2475 / 22.05",0
"355.1988 / 2.51",0
"355.1974 / 3.44",0
"355.1939 / 1.12",0
"355.1618 / 6.62",0
"355.1616 / 9.75  M-H2O-H-",0
"355.1612 / 8.89",0
"355.1607 / 11.40",0
"355.1030 / 12.69",0
"354.1265 / 2.76  MNa-2H-",0
"354.0811 / 2.76",0
"353.9634 / 30.73",0
"353.9630 / 16.37",0
"353.9621 / 30.03",0
"353.9620 / 29.38",0
"353.9617 / 15.62",0
"353.9613 / 17.01",0
"353.9613 / 13.38",0
"353.9612 / 10.30",0
"353.9608 / 13.93",0
"353.9608 / 12.47",0
"353.9603 / 11.48",0
"353.2324 / 21.89  M-H2O-H-",0
"353.1990 / 23.69  M-H-",0
"353.1608 / 21.18  M-H-",0
"353.1464 / 7.82  M-H-",0
"353.1452 / 14.39  M-H-",0
"352.1505 / 22.13",0
"352.1498 / 3.95  MAcO-H-",0
"351.2177 / 23.03",0
"351.2167 / 22.20  MNa-2H-",0
"351.2165 / 21.41  M-H2O-H-",0
"351.1643 / 20.84",0
"351.1373 / 20.58",0
"351.1317 / 2.79  2MNa-2H-",0
"351.0032 / 9.04",0
"350.1751 / 8.89",0
"350.1712 / 9.57",0
"350.1500 / 14.81",0
"350.1328 / 11.72  MNa-2H-",0
"350.1321 / 9.24  MNa-2H-",0
"349.2377 / 22.84",0
"349.1877 / 21.02  MAcO-H-",0
"349.1614 / 22.76",0
"349.1158 / 9.50  MNa-2H-",0
"349.0800 / 2.43",0
"349.0756 / 5.65",0
"349.0305 / 18.56",0
"348.1557 / 8.33  MFA-H-",0
"348.1429 / 8.89",0
"348.1069 / 3.19",0
"347.9467 / 1.03",0
"347.9456 / 30.12",0
"347.9451 / 29.33",0
"347.9446 / 31.78",0
"347.9444 / 0.20",0
"347.9437 / 31.24",0
"347.2585 / 23.28",0
"347.2432 / 21.27",0
"347.1527 / 22.21",0
"347.1208 / 3.39",0
"347.1182 / 19.97",0
"347.1087 / 2.54  M-H-",0
"347.0764 / 1.53",0
"347.0561 / 2.75",0
"346.1623 / 2.70",0
"346.1614 / 21.76  MNa-2H-",0
"346.1609 / 3.20",0
"346.1399 / 14.75",0
"346.0556 / 2.82",0
"346.0550 / 5.86",0
"346.0549 / 4.66",0
"346.0139 / 1.07",0
"345.2427 / 23.15",0
"345.1766 / 2.70  M-H-",0
"345.1766 / 2.19",0
"345.1554 / 14.83",0
"345.1423 / 6.27",0
"345.1421 / 5.54",0
"345.1084 / 2.36",0
"345.1064 / 10.52",0
"344.2231 / 22.59",0
"344.2183 / 11.11",0
"344.2182 / 10.46",0
"344.2175 / 7.46",0
"344.2171 / 8.05",0
"344.2077 / 9.12",0
"344.1818 / 14.32",0
"344.1816 / 8.93  M-H-",0
"344.1477 / 1.57",0
"344.1074 / 20.80",0
"344.0398 / 6.88",0
"344.0221 / 6.41",0
"344.0166 / 11.81",0
"343.2275 / 23.00  M-H-",0
"343.1986 / 8.01",0
"343.1985 / 4.65",0
"343.1977 / 6.72",0
"343.1977 / 3.54",0
"343.1617 / 1.78",0
"343.1292 / 5.80",0
"343.0764 / 21.38",0
"343.0672 / 9.08",0
"343.0476 / 20.88",0
"342.2387 / 13.99",0
"342.2385 / 14.63",0
"342.1669 / 11.55",0
"342.1187 / 2.29",0
"342.0466 / 2.51",0
"341.2112 / 23.15",0
"341.1667 / 3.45",0
"341.1234 / 15.48",0
"341.0972 / 20.77  M-H-",0
"340.2246 / 13.15",0
"340.1869 / 13.04  M-H2O-H-",0
"340.1857 / 13.68  M-H2O-H-",0
"339.2004 / 27.30",0
"339.1998 / 27.81",0
"339.1790 / 22.62",0
"339.1660 / 14.50",0
"339.1083 / 18.60",0
"339.0835 / 20.49",0
"339.0588 / 4.46",0
"339.0274 / 2.33",0
"338.2469 / 17.81  M-H-",0
"338.2408 / 23.93",0
"338.1712 / 17.36  M-H-",0
"338.1590 / 6.57",0
"338.0866 / 10.17",0
"337.2375 / 22.39  2MNa-2H-",0
"337.2366 / 23.89  M-H-",0
"337.2333 / 24.52",0
"337.2015 / 21.38",0
"337.1497 / 2.26",0
"337.1375 / 15.68",0
"337.1221 / 19.46",0
"337.0777 / 1.62",0
"336.1554 / 5.20",0
"336.1549 / 4.17",0
"336.1194 / 5.04",0
"335.2224 / 22.68",0
"335.2203 / 23.61  M-H-",0
"335.1681 / 18.85",0
"335.1486 / 21.38  M-H2O-H-",0
"335.1446 / 22.44",0
"335.1351 / 3.70  M-H-",0
"335.0745 / 6.41  M-H-",0
"334.1766 / 9.35",0
"334.1766 / 13.33  M-H-",0
"334.1761 / 9.95",0
"334.1761 / 14.38",0
"334.1364 / 12.89  M-H-",0
"334.1275 / 8.26",0
"334.1214 / 10.11",0
"334.0494 / 16.06",0
"333.9825 / 21.27  MNa-2H-",0
"333.0923 / 2.58",0
"333.0528 / 12.82  MNa-2H-",0
"332.9713 / 1.04",0
"332.1814 / 3.67  M-H-",0
"332.1452 / 2.76  M-H-",0
"332.1249 / 6.11",0
"332.1240 / 4.51",0
"332.1236 / 13.39",0
"331.9856 / 21.27  MNa-2H-",0
"331.2261 / 7.14",0
"331.1762 / 21.43",0
"331.1621 / 2.09",0
"331.1413 / 5.20",0
"331.1138 / 21.33",0
"331.0897 / 2.16  MNa-2H-",0
"330.2029 / 9.31",0
"330.2029 / 7.08",0
"330.2027 / 10.08",0
"330.2025 / 12.31",0
"330.2024 / 5.20",0
"330.2019 / 4.38",0
"330.1670 / 2.19",0
"330.1662 / 5.99",0
"330.1662 / 4.75",0
"330.1661 / 2.82",0
"330.1660 / 3.77",0
"330.1124 / 9.25",0
"329.2355 / 21.97  M-H-",0
"329.1829 / 2.18",0
"329.1748 / 21.30",0
"329.1281 / 22.42",0
"329.0216 / 1.09",0
"328.2232 / 11.48",0
"328.1507 / 9.52  M-H-",0
"327.2325 / 23.65",0
"327.1585 / 21.40",0
"327.1349 / 9.50  M-H-",0
"327.1345 / 8.81",0
"327.0504 / 18.60",0
"326.2082 / 9.82",0
"326.1885 / 25.47",0
"326.1870 / 26.13",0
"326.1719 / 9.32  M-H2O-H-",0
"326.1717 / 14.05",0
"326.1245 / 3.16  MAcO-H-",0
"326.0884 / 6.41",0
"326.0157 / 21.91",0
"325.2160 / 23.00  M-H2O-H-",0
"325.2016 / 21.88",0
"325.1858 / 23.75",0
"325.1858 / 22.79",0
"325.1856 / 26.84",0
"325.1850 / 26.03",0
"325.1847 / 25.37",0
"325.1739 / 6.83",0
"325.1729 / 5.70  M-H-",0
"325.1373 / 13.46",0
"325.1296 / 20.29",0
"325.0949 / 18.94",0
"325.0746 / 5.33",0
"325.0688 / 8.81  2MNa-2H-",0
"325.0659 / 2.67",0
"325.0543 / 5.33  MNa-2H-",0
"325.0407 / 4.14  2MNa-2H-",0
"324.1812 / 21.75  M-H-",0
"324.0991 / 8.86",0
"323.2219 / 23.72",0
"323.1221 / 11.21",0
"323.1213 / 11.75  M-H-",0
"323.0591 / 21.15",0
"323.0287 / 1.90",0
"323.0279 / 2.57  MK-2H-",0
"322.1007 / 3.50  MNa-2H-",0
"322.0440 / 1.60",0
"321.2430 / 23.12",0
"321.2205 / 23.60",0
"321.1750 / 23.70",0
"321.1561 / 3.76",0
"321.1323 / 22.05  MTFA-H-",0
"321.1068 / 10.29  MNa-2H-",0
"321.0193 / 3.84",0
"320.9015 / 30.28",0
"320.8979 / 30.84",0
"320.1709 / 1.82",0
"320.1613 / 9.70  M-H-",0
"320.1222 / 8.89  MNa-2H-",0
"320.0627 / 2.39",0
"319.2278 / 22.97  M-H-",0
"319.1923 / 22.63",0
"319.1909 / 22.08",0
"319.1700 / 15.23",0
"319.1155 / 20.77",0
"319.1036 / 9.02",0
"319.0669 / 2.55",0
"318.9849 / 1.10",0
"318.1489 / 8.97",0
"318.1123 / 7.62",0
"318.0943 / 15.04",0
"318.0065 / 6.41",0
"317.2119 / 23.12  M-H-",0
"317.1504 / 19.62",0
"317.1312 / 1.57",0
"317.1248 / 4.63",0
"317.0969 / 3.71",0
"316.1871 / 8.21",0
"316.1871 / 6.69",0
"316.1871 / 6.14",0
"316.1865 / 3.67",0
"316.1658 / 13.02  M-H2O-H-",0
"316.1658 / 11.89  M-H-",0
"316.1520 / 3.10",0
"316.1507 / 2.35",0
"316.1504 / 3.80",0
"316.0608 / 8.34",0
"315.2539 / 22.83",0
"315.1643 / 2.76",0
"315.1322 / 7.08  MNa-2H-",0
"315.1319 / 6.08",0
"315.1146 / 22.06",0
"315.1064 / 13.94",0
"315.0726 / 4.47",0
"314.2077 / 7.89",0
"314.2075 / 10.39",0
"314.2073 / 11.03",0
"314.2069 / 12.29",0
"314.1719 / 3.61  M-H2O-H-",0
"314.1613 / 15.93",0
"314.1349 / 2.76  M-H2O-H-",0
"314.1347 / 7.73",0
"313.2386 / 22.83  M-H-",0
"313.2014 / 21.28",0
"313.1295 / 18.93",0
"313.1205 / 21.50",0
"313.0937 / 13.89",0
"313.0932 / 9.36",0
"313.0924 / 6.41  2MNa-2H-",0
"313.0801 / 9.56  MNa-2H-",0
"313.0561 / 5.11",0
"312.1721 / 24.49",0
"312.1562 / 11.99  M-H-",0
"312.1556 / 13.87",0
"312.1486 / 12.95  M-",0
"312.0021 / 21.27  M-H-",0
"311.6658 / 22.73  M-2H2-",0
"311.2231 / 22.76",0
"311.1708 / 23.72",0
"311.1694 / 24.32",0
"311.1683 / 25.28",0
"311.1592 / 3.40",0
"311.1397 / 12.98  M-H-",0
"311.1062 / 4.37",0
"311.0714 / 12.82  M-H-",0
"311.0511 / 13.51",0
"310.9709 / 2.05  M-H-",0
"310.8375 / 22.60",0
"310.2089 / 23.53",0
"310.1159 / 10.23",0
"310.1110 / 2.67",0
"310.0041 / 21.27  M-H-",0
"309.2053 / 23.51",0
"309.1850 / 22.35",0
"309.1764 / 23.50",0
"309.1735 / 28.33",0
"309.1698 / 21.76  MAcO-H-",0
"309.1428 / 4.99",0
"309.1339 / 21.72  MTFA-H-",0
"309.1191 / 12.15",0
"309.1080 / 4.47",0
"309.1076 / 2.19  M-H-",0
"309.1035 / 22.53",0
"309.0989 / 21.35",0
"308.9935 / 9.04  MFA-H-",0
"308.1614 / 1.54",0
"308.1228 / 2.42",0
"307.9850 / 3.83",0
"307.1875 / 23.22",0
"307.1157 / 21.53",0
"307.0932 / 14.00",0
"307.0651 / 21.66  M-H-",0
"306.1448 / 4.88",0
"306.0591 / 8.40",0
"306.0290 / 1.18",0
"305.1152 / 4.95",0
"305.0993 / 20.75",0
"305.0257 / 14.64",0
"305.0253 / 22.91  M-H-",0
"305.0252 / 25.21  M-H-",0
"305.0246 / 28.09  2MNa-2H-",0
"305.0246 / 20.31  2MNa-2H-",0
"305.0244 / 25.89  2MNa-2H-",0
"305.0244 / 19.08",0
"305.0244 / 16.39",0
"305.0240 / 15.74",0
"305.0239 / 23.80",0
"305.0239 / 10.84  M-H-",0
"305.0239 / 1.33  M-H-",0
"305.0237 / 18.43",0
"305.0236 / 30.98",0
"305.0236 / 11.34  M-H-",0
"305.0235 / 8.69  M-H-",0
"305.0235 / 30.27",0
"305.0235 / 29.74  M-H-",0
"305.0235 / 26.77  2MNa-2H-",0
"305.0233 / 9.46  M-H-",0
"305.0233 / 5.76",0
"305.0231 / 7.02  2MNa-2H-",0
"305.0229 / 31.74  2MNa-2H-",0
"305.0229 / 10.19  M-H-",0
"305.0227 / 21.94",0
"305.0225 / 13.79",0
"305.0220 / 16.98",0
"305.0217 / 0.27",0
"304.2381 / 23.64",0
"304.1509 / 2.32  MFA-H-",0
"304.1329 / 2.51",0
"304.1293 / 5.16",0
"304.0251 / 8.22",0
"303.9016 / 29.38",0
"303.9015 / 4.96",0
"303.9015 / 31.76",0
"303.9014 / 3.68",0
"303.9012 / 12.78",0
"303.9011 / 10.77",0
"303.9010 / 9.79",0
"303.9010 / 7.84",0
"303.9010 / 12.09",0
"303.9009 / 9.20  MAcO-H-",0
"303.9009 / 0.96",0
"303.9007 / 30.92",0
"303.9004 / 2.68",0
"303.9001 / 0.30",0
